url,filename,points,Abstraction,Parallelism,Logic,Synchronization,Flow control,User interactivity,Data representation,Math operators,Motion operators,DuplicateScripts,DeadCode,SpriteNaming,BackdropNaming,Error,dashboard_mode,Van points,Van Abstraction,Van Parallelism,Van Logic,Van Synchronization,Van Flow control,Van User interactivity,Van Data representation,tot_blocks
,304742534.sb3,7,1/4,1/4,0/4,0/4,2/4,2/4,1/4,0/4,0/4,0,1,1,1,None,Default,7,1/3,1/3,0/3,0/3,2/3,2/3,1/3,23
,270978559.sb3,13,2/4,3/4,0/4,1/4,2/4,1/4,1/4,0/4,3/4,0,0,1,1,None,Default,10,2/3,3/3,0/3,1/3,2/3,1/3,1/3,35
,277544700.sb3,28,4/4,4/4,4/4,3/4,4/4,2/4,4/4,0/4,3/4,0,1,0,0,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,364
,310943967.sb3,12,1/4,1/4,0/4,2/4,2/4,1/4,2/4,0/4,3/4,0,0,0,1,None,Default,9,1/3,1/3,0/3,2/3,2/3,1/3,2/3,16
,288849146.sb3,27,2/4,3/4,4/4,2/4,4/4,3/4,4/4,1/4,4/4,0,1,1,1,None,Default,19,2/3,3/3,3/3,2/3,3/3,3/3,3/3,181
,284595625.sb3,23,4/4,3/4,4/4,2/4,2/4,2/4,4/4,2/4,0/4,0,1,0,1,None,Default,18,3/3,3/3,3/3,2/3,2/3,2/3,3/3,123
,294669757.sb3,25,1/4,3/4,4/4,2/4,4/4,2/4,4/4,1/4,4/4,0,0,1,0,None,Default,17,1/3,3/3,3/3,2/3,3/3,2/3,3/3,265
,269022507.sb3,33,4/4,4/4,4/4,4/4,4/4,3/4,4/4,2/4,4/4,0,0,0,2,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,400
,290425813.sb3,29,4/4,4/4,3/4,3/4,3/4,3/4,4/4,1/4,4/4,0,7,1,1,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,207
,296379412.sb3,11,1/4,2/4,0/4,0/4,2/4,2/4,1/4,0/4,3/4,0,0,1,0,None,Default,8,1/3,2/3,0/3,0/3,2/3,2/3,1/3,19
,283973582.sb3,19,1/4,4/4,0/4,4/4,4/4,1/4,1/4,0/4,4/4,0,26,6,1,None,Default,12,1/3,3/3,0/3,3/3,3/3,1/3,1/3,547
,263404076.sb3,12,1/4,4/4,0/4,2/4,2/4,1/4,1/4,0/4,1/4,0,0,0,1,None,Default,10,1/3,3/3,0/3,2/3,2/3,1/3,1/3,41
,280530162.sb3,13,1/4,4/4,0/4,2/4,1/4,1/4,1/4,0/4,3/4,0,0,5,1,None,Default,9,1/3,3/3,0/3,2/3,1/3,1/3,1/3,91
,285406628.sb3,21,1/4,3/4,4/4,2/4,2/4,2/4,4/4,0/4,3/4,0,1,0,18,None,Default,16,1/3,3/3,3/3,2/3,2/3,2/3,3/3,9
,298788002.sb3,25,1/4,4/4,4/4,4/4,2/4,2/4,4/4,0/4,4/4,9,9,5,0,None,Default,17,1/3,3/3,3/3,3/3,2/3,2/3,3/3,504
,286681048.sb3,27,4/4,4/4,3/4,4/4,3/4,2/4,4/4,0/4,3/4,0,1,0,6,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,132
,288575019.sb3,11,1/4,1/4,0/4,2/4,1/4,1/4,1/4,0/4,4/4,7,0,1,0,None,Default,7,1/3,1/3,0/3,2/3,1/3,1/3,1/3,67
,283920446.sb3,26,4/4,3/4,3/4,4/4,2/4,2/4,4/4,3/4,1/4,0,0,0,0,None,Default,19,3/3,3/3,3/3,3/3,2/3,2/3,3/3,174
,304565605.sb3,22,4/4,3/4,1/4,1/4,2/4,2/4,4/4,2/4,3/4,0,1,0,1,None,Default,15,3/3,3/3,1/3,1/3,2/3,2/3,3/3,55
,283919013.sb3,31,1/4,4/4,4/4,4/4,4/4,2/4,4/4,4/4,4/4,2,1,0,3,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,517
,286639450.sb3,21,4/4,3/4,1/4,1/4,4/4,2/4,4/4,0/4,2/4,0,0,2,1,None,Default,16,3/3,3/3,1/3,1/3,3/3,2/3,3/3,85
,290094463.sb3,28,4/4,4/4,2/4,4/4,4/4,2/4,4/4,0/4,4/4,0,0,2,6,None,Default,19,3/3,3/3,2/3,3/3,3/3,2/3,3/3,111
,280951259.sb3,12,1/4,1/4,0/4,1/4,4/4,1/4,1/4,0/4,3/4,0,0,5,1,None,Default,8,1/3,1/3,0/3,1/3,3/3,1/3,1/3,170
,288832121.sb3,23,1/4,1/4,3/4,2/4,4/4,2/4,4/4,2/4,4/4,0,0,0,1,None,Default,15,1/3,1/3,3/3,2/3,3/3,2/3,3/3,101
,281791430.sb3,19,4/4,3/4,0/4,3/4,4/4,1/4,1/4,0/4,3/4,0,0,0,1,None,Default,14,3/3,3/3,0/3,3/3,3/3,1/3,1/3,78
,308298602.sb3,10,1/4,1/4,0/4,2/4,4/4,1/4,1/4,0/4,0/4,0,0,0,1,None,Default,9,1/3,1/3,0/3,2/3,3/3,1/3,1/3,63
,289751624.sb3,10,1/4,2/4,0/4,0/4,2/4,2/4,1/4,1/4,1/4,0,1,4,2,None,Default,8,1/3,2/3,0/3,0/3,2/3,2/3,1/3,52
,305940959.sb3,8,1/4,1/4,0/4,0/4,2/4,2/4,1/4,0/4,1/4,0,0,2,1,None,Default,7,1/3,1/3,0/3,0/3,2/3,2/3,1/3,20
,294052409.sb3,24,4/4,4/4,1/4,2/4,4/4,1/4,4/4,0/4,4/4,0,1,1,1,None,Default,16,3/3,3/3,1/3,2/3,3/3,1/3,3/3,267
,272764080.sb3,28,3/4,4/4,4/4,4/4,2/4,2/4,4/4,1/4,4/4,0,1,7,0,None,Default,19,3/3,3/3,3/3,3/3,2/3,2/3,3/3,268
,281034903.sb3,28,1/4,4/4,4/4,3/4,4/4,2/4,4/4,2/4,4/4,0,3,0,11,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,315
,301267989.sb3,21,1/4,3/4,1/4,2/4,2/4,2/4,4/4,3/4,3/4,0,0,1,2,None,Default,14,1/3,3/3,1/3,2/3,2/3,2/3,3/3,78
,291033406.sb3,22,1/4,4/4,2/4,2/4,4/4,2/4,4/4,0/4,3/4,0,0,0,0,None,Default,16,1/3,3/3,2/3,2/3,3/3,2/3,3/3,40
,307244980.sb3,32,3/4,4/4,4/4,3/4,3/4,3/4,4/4,4/4,4/4,0,1,0,1,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,405
,302840396.sb3,10,1/4,1/4,0/4,1/4,1/4,1/4,1/4,0/4,4/4,0,0,1,1,None,Default,6,1/3,1/3,0/3,1/3,1/3,1/3,1/3,94
,304545949.sb3,29,3/4,4/4,4/4,2/4,4/4,2/4,4/4,3/4,3/4,0,2,0,0,None,Default,19,3/3,3/3,3/3,2/3,3/3,2/3,3/3,114
,276985364.sb3,17,1/4,4/4,0/4,2/4,4/4,2/4,1/4,0/4,3/4,0,1,1,0,None,Default,12,1/3,3/3,0/3,2/3,3/3,2/3,1/3,110
,250736940.sb3,27,3/4,3/4,4/4,4/4,4/4,2/4,4/4,1/4,2/4,0,3,0,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,304
,287060930.sb3,22,4/4,4/4,0/4,4/4,4/4,1/4,1/4,0/4,4/4,2,23,11,1,None,Default,14,3/3,3/3,0/3,3/3,3/3,1/3,1/3,426
,302430358.sb3,12,1/4,3/4,0/4,3/4,2/4,1/4,1/4,0/4,1/4,0,0,0,1,None,Default,11,1/3,3/3,0/3,3/3,2/3,1/3,1/3,185
,286965864.sb3,29,4/4,4/4,3/4,3/4,4/4,2/4,4/4,2/4,3/4,2,2,3,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,279
,271951599.sb3,34,4/4,4/4,3/4,4/4,4/4,3/4,4/4,4/4,4/4,0,39,10,1,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,324
,289263741.sb3,28,4/4,4/4,4/4,2/4,3/4,2/4,4/4,1/4,4/4,0,0,3,19,None,Default,19,3/3,3/3,3/3,2/3,3/3,2/3,3/3,148
,283418707.sb3,20,1/4,1/4,1/4,2/4,4/4,2/4,4/4,1/4,4/4,2,0,1,1,None,Default,13,1/3,1/3,1/3,2/3,3/3,2/3,3/3,59
,300530948.sb3,27,3/4,3/4,4/4,3/4,2/4,2/4,4/4,2/4,4/4,0,0,1,1,None,Default,19,3/3,3/3,3/3,3/3,2/3,2/3,3/3,228
,286739340.sb3,31,4/4,3/4,4/4,3/4,3/4,2/4,4/4,4/4,4/4,0,0,0,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,317
,285761739.sb3,25,4/4,4/4,2/4,3/4,3/4,2/4,4/4,0/4,3/4,0,0,0,0,None,Default,19,3/3,3/3,2/3,3/3,3/3,2/3,3/3,322
,285818630.sb3,16,1/4,3/4,1/4,2/4,2/4,1/4,4/4,0/4,2/4,0,0,0,1,None,Default,13,1/3,3/3,1/3,2/3,2/3,1/3,3/3,23
,299915600.sb3,21,4/4,3/4,0/4,1/4,4/4,1/4,4/4,1/4,3/4,0,0,0,0,None,Default,14,3/3,3/3,0/3,1/3,3/3,1/3,3/3,48
,287462015.sb3,19,4/4,3/4,0/4,2/4,2/4,2/4,1/4,1/4,4/4,0,6,5,28,None,Default,13,3/3,3/3,0/3,2/3,2/3,2/3,1/3,95
,264413796.sb3,12,1/4,3/4,0/4,3/4,1/4,2/4,1/4,0/4,1/4,0,0,0,0,None,Default,11,1/3,3/3,0/3,3/3,1/3,2/3,1/3,20
,302550767.sb3,20,3/4,3/4,1/4,2/4,3/4,2/4,3/4,0/4,3/4,0,0,4,1,None,Default,17,3/3,3/3,1/3,2/3,3/3,2/3,3/3,88
,279573316.sb3,18,1/4,1/4,1/4,3/4,2/4,2/4,4/4,0/4,4/4,0,0,0,1,None,Default,13,1/3,1/3,1/3,3/3,2/3,2/3,3/3,61
,295096269.sb3,26,4/4,4/4,0/4,2/4,4/4,2/4,4/4,4/4,2/4,0,0,8,1,None,Default,16,3/3,3/3,0/3,2/3,3/3,2/3,3/3,171
,267536880.sb3,21,4/4,3/4,1/4,1/4,4/4,1/4,4/4,0/4,3/4,0,2,1,2,None,Default,15,3/3,3/3,1/3,1/3,3/3,1/3,3/3,56
,302595855.sb3,28,4/4,4/4,4/4,3/4,4/4,2/4,4/4,0/4,3/4,0,1,0,0,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,368
,277202990.sb3,13,1/4,4/4,0/4,2/4,2/4,2/4,1/4,0/4,1/4,0,0,0,0,None,Default,11,1/3,3/3,0/3,2/3,2/3,2/3,1/3,273
,276104675.sb3,31,3/4,4/4,4/4,3/4,4/4,2/4,4/4,3/4,4/4,2,2,0,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,346
,286310182.sb3,17,1/4,3/4,0/4,2/4,4/4,1/4,1/4,1/4,4/4,0,0,1,0,None,Default,11,1/3,3/3,0/3,2/3,3/3,1/3,1/3,124
,298865860.sb3,16,1/4,4/4,0/4,2/4,4/4,1/4,1/4,0/4,3/4,0,0,2,1,None,Default,11,1/3,3/3,0/3,2/3,3/3,1/3,1/3,99
,282530775.sb3,33,4/4,4/4,4/4,4/4,4/4,2/4,4/4,3/4,4/4,0,4,1,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,345
,282669839.sb3,21,1/4,1/4,4/4,3/4,2/4,2/4,4/4,3/4,1/4,0,2,2,1,None,Default,15,1/3,1/3,3/3,3/3,2/3,2/3,3/3,63
,302602514.sb3,24,1/4,4/4,4/4,3/4,4/4,2/4,4/4,0/4,2/4,0,0,1,16,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,34
,273011092.sb3,14,1/4,4/4,0/4,2/4,4/4,1/4,1/4,0/4,1/4,0,0,4,7,None,Default,11,1/3,3/3,0/3,2/3,3/3,1/3,1/3,191
,300974865.sb3,16,1/4,3/4,0/4,2/4,4/4,1/4,4/4,1/4,0/4,0,2,4,1,None,Default,13,1/3,3/3,0/3,2/3,3/3,1/3,3/3,98
,291092939.sb3,18,1/4,4/4,1/4,2/4,4/4,1/4,4/4,0/4,1/4,0,1,1,1,None,Default,14,1/3,3/3,1/3,2/3,3/3,1/3,3/3,71
,297541720.sb3,19,1/4,3/4,0/4,3/4,3/4,1/4,4/4,0/4,4/4,0,1,3,0,None,Default,14,1/3,3/3,0/3,3/3,3/3,1/3,3/3,183
,303748620.sb3,19,1/4,3/4,4/4,2/4,4/4,1/4,4/4,0/4,0/4,0,0,0,0,None,Default,16,1/3,3/3,3/3,2/3,3/3,1/3,3/3,35
,304022291.sb3,11,1/4,1/4,0/4,2/4,2/4,2/4,1/4,1/4,1/4,0,0,0,1,None,Default,9,1/3,1/3,0/3,2/3,2/3,2/3,1/3,33
,304226261.sb3,12,1/4,4/4,0/4,3/4,2/4,1/4,1/4,0/4,0/4,0,0,12,1,None,Default,11,1/3,3/3,0/3,3/3,2/3,1/3,1/3,140
,285475699.sb3,18,1/4,4/4,0/4,3/4,4/4,1/4,1/4,0/4,4/4,0,0,0,9,None,Default,12,1/3,3/3,0/3,3/3,3/3,1/3,1/3,428
,292238348.sb3,15,1/4,1/4,0/4,2/4,3/4,1/4,4/4,0/4,3/4,0,1,1,1,None,Default,11,1/3,1/3,0/3,2/3,3/3,1/3,3/3,73
,288164575.sb3,27,2/4,3/4,4/4,3/4,2/4,4/4,4/4,1/4,4/4,0,0,3,0,None,Default,19,2/3,3/3,3/3,3/3,2/3,3/3,3/3,178
,278582067.sb3,22,2/4,4/4,0/4,4/4,4/4,1/4,2/4,1/4,4/4,0,0,7,4,None,Default,14,2/3,3/3,0/3,3/3,3/3,1/3,2/3,179
,298629153.sb3,14,1/4,4/4,0/4,3/4,2/4,1/4,1/4,1/4,1/4,0,6,0,1,None,Default,11,1/3,3/3,0/3,3/3,2/3,1/3,1/3,104
,261240060.sb3,6,1/4,2/4,0/4,0/4,1/4,2/4,0/4,0/4,0/4,0,0,0,0,None,Default,6,1/3,2/3,0/3,0/3,1/3,2/3,0/3,36
,276286494.sb3,25,1/4,3/4,4/4,3/4,2/4,2/4,4/4,2/4,4/4,0,4,0,1,None,Default,17,1/3,3/3,3/3,3/3,2/3,2/3,3/3,147
,302223713.sb3,29,4/4,3/4,4/4,3/4,3/4,2/4,4/4,3/4,3/4,0,0,0,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,322
,263052498.sb3,23,1/4,4/4,4/4,4/4,2/4,2/4,4/4,1/4,1/4,0,1,18,1,None,Default,17,1/3,3/3,3/3,3/3,2/3,2/3,3/3,477
,290674914.sb3,11,1/4,3/4,0/4,2/4,2/4,1/4,1/4,0/4,1/4,0,4,0,1,None,Default,10,1/3,3/3,0/3,2/3,2/3,1/3,1/3,106
,298361721.sb3,26,1/4,4/4,4/4,3/4,4/4,2/4,4/4,0/4,4/4,7,0,13,18,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,324
,277502432.sb3,31,4/4,4/4,3/4,4/4,4/4,2/4,4/4,3/4,3/4,0,2,0,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,183
,280010299.sb3,17,1/4,4/4,0/4,4/4,2/4,1/4,1/4,0/4,4/4,0,3,6,7,None,Default,11,1/3,3/3,0/3,3/3,2/3,1/3,1/3,430
,298185657.sb3,9,1/4,1/4,0/4,0/4,4/4,2/4,1/4,0/4,0/4,0,0,0,0,None,Default,8,1/3,1/3,0/3,0/3,3/3,2/3,1/3,6
,294539617.sb3,12,1/4,1/4,0/4,2/4,2/4,1/4,1/4,0/4,4/4,0,0,3,1,None,Default,8,1/3,1/3,0/3,2/3,2/3,1/3,1/3,70
,278954066.sb3,32,4/4,4/4,3/4,4/4,4/4,2/4,4/4,3/4,4/4,0,1,1,0,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,444
,264155834.sb3,10,1/4,1/4,0/4,3/4,2/4,1/4,1/4,0/4,1/4,0,0,5,1,None,Default,9,1/3,1/3,0/3,3/3,2/3,1/3,1/3,108
,270483577.sb3,28,4/4,4/4,4/4,2/4,4/4,2/4,4/4,0/4,4/4,0,4,5,1,None,Default,19,3/3,3/3,3/3,2/3,3/3,2/3,3/3,512
,291329795.sb3,22,4/4,4/4,0/4,2/4,4/4,2/4,2/4,1/4,3/4,0,0,0,0,None,Default,15,3/3,3/3,0/3,2/3,3/3,2/3,2/3,95
,290114168.sb3,8,1/4,2/4,0/4,0/4,2/4,2/4,1/4,0/4,0/4,0,0,3,3,None,Default,8,1/3,2/3,0/3,0/3,2/3,2/3,1/3,6
,259623302.sb3,13,1/4,3/4,0/4,2/4,2/4,1/4,1/4,0/4,3/4,0,0,3,1,None,Default,10,1/3,3/3,0/3,2/3,2/3,1/3,1/3,112
,268402122.sb3,27,4/4,3/4,4/4,2/4,4/4,2/4,4/4,0/4,4/4,2,4,0,1,None,Default,19,3/3,3/3,3/3,2/3,3/3,2/3,3/3,238
,299011237.sb3,24,1/4,4/4,3/4,3/4,3/4,2/4,4/4,1/4,3/4,0,1,0,0,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,154
,268257007.sb3,33,4/4,4/4,4/4,4/4,4/4,3/4,4/4,2/4,4/4,0,0,2,2,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,326
,259123168.sb3,16,1/4,1/4,0/4,3/4,4/4,2/4,4/4,0/4,1/4,0,0,0,1,None,Default,13,1/3,1/3,0/3,3/3,3/3,2/3,3/3,398
,270331742.sb3,24,1/4,4/4,4/4,2/4,2/4,2/4,4/4,1/4,4/4,0,8,1,13,None,Default,16,1/3,3/3,3/3,2/3,2/3,2/3,3/3,220
,277221537.sb3,27,4/4,3/4,4/4,3/4,2/4,2/4,4/4,1/4,4/4,0,20,0,2,None,Default,19,3/3,3/3,3/3,3/3,2/3,2/3,3/3,262
,302479948.sb3,22,1/4,4/4,2/4,3/4,2/4,3/4,4/4,0/4,3/4,0,13,6,1,None,Default,17,1/3,3/3,2/3,3/3,2/3,3/3,3/3,290
,281489129.sb3,29,2/4,4/4,3/4,4/4,4/4,2/4,4/4,2/4,4/4,0,1,0,3,None,Default,19,2/3,3/3,3/3,3/3,3/3,2/3,3/3,338
,304061547.sb3,25,3/4,1/4,4/4,3/4,4/4,2/4,4/4,3/4,1/4,0,1,0,0,None,Default,18,3/3,1/3,3/3,3/3,3/3,2/3,3/3,174
,279191917.sb3,22,4/4,4/4,0/4,4/4,4/4,1/4,1/4,0/4,4/4,0,4,8,2,None,Default,14,3/3,3/3,0/3,3/3,3/3,1/3,1/3,441
,277378171.sb3,9,1/4,1/4,0/4,1/4,2/4,2/4,1/4,0/4,1/4,0,1,2,1,None,Default,8,1/3,1/3,0/3,1/3,2/3,2/3,1/3,26
,277466728.sb3,17,3/4,1/4,0/4,3/4,2/4,2/4,2/4,3/4,1/4,0,0,1,1,None,Default,13,3/3,1/3,0/3,3/3,2/3,2/3,2/3,180
,287380639.sb3,26,3/4,4/4,4/4,2/4,2/4,2/4,4/4,1/4,4/4,0,3,0,0,None,Default,18,3/3,3/3,3/3,2/3,2/3,2/3,3/3,232
,268925959.sb3,28,3/4,4/4,4/4,2/4,4/4,3/4,4/4,0/4,4/4,0,4,2,9,None,Default,20,3/3,3/3,3/3,2/3,3/3,3/3,3/3,159
,277516763.sb3,10,1/4,1/4,0/4,1/4,4/4,1/4,1/4,0/4,1/4,0,1,0,2,None,Default,8,1/3,1/3,0/3,1/3,3/3,1/3,1/3,28
,297801681.sb3,16,1/4,3/4,0/4,2/4,4/4,1/4,1/4,0/4,4/4,0,1,0,1,None,Default,11,1/3,3/3,0/3,2/3,3/3,1/3,1/3,67
,297134866.sb3,23,4/4,4/4,1/4,4/4,4/4,1/4,4/4,0/4,1/4,0,0,0,1,None,Default,17,3/3,3/3,1/3,3/3,3/3,1/3,3/3,129
,282460606.sb3,23,4/4,3/4,0/4,4/4,3/4,1/4,4/4,2/4,2/4,0,5,6,1,None,Default,16,3/3,3/3,0/3,3/3,3/3,1/3,3/3,140
,262714805.sb3,29,1/4,4/4,4/4,4/4,4/4,1/4,4/4,3/4,4/4,2,42,3,2,None,Default,17,1/3,3/3,3/3,3/3,3/3,1/3,3/3,197
,296220614.sb3,20,1/4,4/4,4/4,2/4,2/4,2/4,4/4,0/4,1/4,0,0,0,13,None,Default,16,1/3,3/3,3/3,2/3,2/3,2/3,3/3,158
,285577085.sb3,11,1/4,4/4,0/4,2/4,1/4,2/4,1/4,0/4,0/4,0,0,4,1,None,Default,10,1/3,3/3,0/3,2/3,1/3,2/3,1/3,194
,302396270.sb3,30,3/4,4/4,4/4,2/4,4/4,3/4,4/4,2/4,4/4,0,10,2,1,None,Default,20,3/3,3/3,3/3,2/3,3/3,3/3,3/3,177
,268268958.sb3,9,1/4,0/4,0/4,3/4,1/4,2/4,1/4,1/4,0/4,0,1,0,10,None,Default,8,1/3,0/3,0/3,3/3,1/3,2/3,1/3,0
,279538699.sb3,13,2/4,3/4,0/4,1/4,2/4,1/4,1/4,0/4,3/4,0,0,5,1,None,Default,10,2/3,3/3,0/3,1/3,2/3,1/3,1/3,31
,303666017.sb3,18,1/4,4/4,0/4,4/4,2/4,1/4,1/4,1/4,4/4,0,0,2,0,None,Default,11,1/3,3/3,0/3,3/3,2/3,1/3,1/3,491
,291143906.sb3,10,1/4,1/4,0/4,1/4,2/4,1/4,1/4,0/4,3/4,0,0,1,0,None,Default,7,1/3,1/3,0/3,1/3,2/3,1/3,1/3,15
,266536880.sb3,8,1/4,1/4,0/4,0/4,1/4,2/4,1/4,1/4,1/4,0,0,1,1,None,Default,6,1/3,1/3,0/3,0/3,1/3,2/3,1/3,17
,295367444.sb3,18,1/4,4/4,1/4,3/4,2/4,2/4,1/4,0/4,4/4,2,0,4,11,None,Default,13,1/3,3/3,1/3,3/3,2/3,2/3,1/3,86
,292872450.sb3,22,1/4,3/4,3/4,3/4,3/4,2/4,4/4,0/4,3/4,2,0,0,2,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,165
,270848630.sb3,24,4/4,3/4,3/4,1/4,3/4,1/4,4/4,2/4,3/4,0,5,5,2,None,Default,17,3/3,3/3,3/3,1/3,3/3,1/3,3/3,142
,303940279.sb3,8,1/4,2/4,0/4,0/4,2/4,2/4,1/4,0/4,0/4,0,0,0,15,None,Default,8,1/3,2/3,0/3,0/3,2/3,2/3,1/3,7
,288988795.sb3,29,4/4,3/4,3/4,3/4,3/4,2/4,4/4,4/4,3/4,0,3,2,0,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,103
,272490034.sb3,18,1/4,1/4,3/4,0/4,3/4,2/4,4/4,1/4,3/4,0,4,4,2,None,Default,13,1/3,1/3,3/3,0/3,3/3,2/3,3/3,59
,269118153.sb3,17,1/4,4/4,0/4,3/4,3/4,1/4,1/4,0/4,4/4,0,2,3,9,None,Default,12,1/3,3/3,0/3,3/3,3/3,1/3,1/3,163
,303662793.sb3,29,4/4,4/4,3/4,4/4,3/4,2/4,4/4,3/4,2/4,0,0,0,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,172
,302966260.sb3,20,1/4,4/4,0/4,4/4,4/4,1/4,1/4,1/4,4/4,4,0,3,4,None,Default,12,1/3,3/3,0/3,3/3,3/3,1/3,1/3,249
,292668545.sb3,29,4/4,4/4,4/4,4/4,2/4,2/4,4/4,1/4,4/4,0,4,0,0,None,Default,19,3/3,3/3,3/3,3/3,2/3,2/3,3/3,448
,277006204.sb3,23,1/4,4/4,3/4,2/4,4/4,2/4,4/4,0/4,3/4,0,2,3,3,None,Default,17,1/3,3/3,3/3,2/3,3/3,2/3,3/3,126
,267327040.sb3,10,1/4,2/4,0/4,1/4,2/4,2/4,2/4,0/4,0/4,0,0,24,1,None,Default,10,1/3,2/3,0/3,1/3,2/3,2/3,2/3,105
,267510311.sb3,31,4/4,4/4,4/4,2/4,4/4,3/4,4/4,2/4,4/4,0,0,4,1,None,Default,20,3/3,3/3,3/3,2/3,3/3,3/3,3/3,154
,264881030.sb3,11,1/4,2/4,0/4,2/4,2/4,2/4,1/4,0/4,1/4,0,0,6,1,None,Default,10,1/3,2/3,0/3,2/3,2/3,2/3,1/3,20
,294085076.sb3,25,3/4,0/4,4/4,3/4,3/4,2/4,4/4,2/4,4/4,0,0,1,1,None,Default,17,3/3,0/3,3/3,3/3,3/3,2/3,3/3,261
,266649822.sb3,13,1/4,1/4,1/4,2/4,2/4,2/4,2/4,0/4,2/4,0,0,3,1,None,Default,11,1/3,1/3,1/3,2/3,2/3,2/3,2/3,35
,275996303.sb3,11,1/4,3/4,0/4,2/4,2/4,1/4,1/4,0/4,1/4,2,0,1,1,None,Default,10,1/3,3/3,0/3,2/3,2/3,1/3,1/3,64
,308724865.sb3,31,4/4,4/4,3/4,4/4,2/4,3/4,4/4,4/4,3/4,0,2,0,0,None,Default,20,3/3,3/3,3/3,3/3,2/3,3/3,3/3,199
,289916073.sb3,31,4/4,4/4,4/4,3/4,3/4,2/4,4/4,3/4,4/4,5,1,0,18,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,528
,302485792.sb3,28,4/4,4/4,4/4,2/4,2/4,2/4,4/4,2/4,4/4,0,0,0,0,None,Default,18,3/3,3/3,3/3,2/3,2/3,2/3,3/3,230
,303644171.sb3,24,1/4,4/4,2/4,4/4,2/4,1/4,4/4,2/4,4/4,2,0,1,1,None,Default,15,1/3,3/3,2/3,3/3,2/3,1/3,3/3,171
,256045013.sb3,30,4/4,4/4,4/4,4/4,4/4,2/4,4/4,1/4,3/4,0,1,0,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,417
,294393939.sb3,29,4/4,4/4,4/4,3/4,4/4,2/4,4/4,0/4,4/4,0,0,1,4,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,258
,286034751.sb3,28,1/4,4/4,4/4,3/4,4/4,3/4,4/4,1/4,4/4,0,0,0,0,None,Default,19,1/3,3/3,3/3,3/3,3/3,3/3,3/3,246
,288639461.sb3,29,3/4,4/4,4/4,2/4,4/4,3/4,4/4,1/4,4/4,0,2,5,7,None,Default,20,3/3,3/3,3/3,2/3,3/3,3/3,3/3,358
,308696911.sb3,11,1/4,1/4,0/4,1/4,2/4,1/4,1/4,0/4,4/4,0,3,0,0,None,Default,7,1/3,1/3,0/3,1/3,2/3,1/3,1/3,64
,282818352.sb3,17,1/4,1/4,3/4,3/4,2/4,2/4,4/4,0/4,1/4,0,1,1,5,None,Default,15,1/3,1/3,3/3,3/3,2/3,2/3,3/3,13
,285117760.sb3,13,1/4,4/4,0/4,3/4,2/4,2/4,1/4,0/4,0/4,0,0,0,3,None,Default,12,1/3,3/3,0/3,3/3,2/3,2/3,1/3,39
,281905657.sb3,8,1/4,2/4,0/4,1/4,2/4,2/4,0/4,0/4,0/4,0,2,0,0,None,Default,8,1/3,2/3,0/3,1/3,2/3,2/3,0/3,93
,285023853.sb3,26,2/4,3/4,4/4,2/4,4/4,2/4,4/4,1/4,4/4,0,0,1,12,None,Default,18,2/3,3/3,3/3,2/3,3/3,2/3,3/3,231
,280917188.sb3,24,1/4,3/4,4/4,2/4,2/4,2/4,4/4,2/4,4/4,0,1,0,2,None,Default,16,1/3,3/3,3/3,2/3,2/3,2/3,3/3,122
,298382072.sb3,11,1/4,1/4,0/4,1/4,2/4,1/4,1/4,0/4,4/4,0,3,0,1,None,Default,7,1/3,1/3,0/3,1/3,2/3,1/3,1/3,36
